ESVs,Subject,species,Subject Taxonomy ID,identity,Coverage,evalue,bitscore,Source,Taxonomy
Otu0133,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,N/A,99.065,100,2.01E-167,577,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0134,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,98.142,100,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0135,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,98.452,100,3.38E-165,569,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0136,Sorites_sp1_Spermonde,Sorites_sp1_Spermonde,N/A,99.377,100,4.32E-169,582,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0137,Calcarina_sp._Spermonde,Calcarina_sp._Spermonde,N/A,99.071,100,1.56E-168,580,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0138,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,94.737,100,3.48E-145,503,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0139,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,95.666,100,1.24E-149,518,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0140,Glabratella_sp._17918,Glabratella_sp._17918,N/A,92.26,100,7.64E-132,459,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0141,Calcarina_sp._5165_Spermonde,Calcarina_sp._5165_Spermonde,N/A,100,100,1.55E-173,597,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0142,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,99.071,100,1.56E-168,580,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0143,Textularid_Rik_9399_consensus0_1584,Textularid_Rik_9399_consensus0_1584,N/A,97.531,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0144,Oridorsalis_umbonatus_18653,Oridorsalis_umbonatus_18653,N/A,95.625,99,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0145,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,98.131,100,2.02E-162,560,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0146,Micrometula_sp._17554,Micrometula_sp._17554,N/A,89.744,97,4.70E-114,399,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0148,Textularid_Rik_9399_consensus0_1584,Textularid_Rik_9399_consensus0_1584,N/A,99.071,100,1.56E-168,580,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0149,Sorites_sp2_Spermonde,Sorites_sp2_Spermonde,N/A,99.377,100,4.32E-169,582,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0150,Nummulites_venosus,Nummulites_venosus,N/A,100,100,1.55E-173,597,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0151,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,91.641,99,5.95E-128,446,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0152,Neorotalia_gaimardi_&_Baculogypsina_sphaerulata_Spermonde,Neorotalia_gaimardi_&_Baculogypsina_sphaerulata_Spermonde,N/A,99.071,100,1.56E-168,580,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0153,Sorites_sp1_Spermonde,Sorites_sp1_Spermonde,N/A,99.377,100,4.32E-169,582,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0154,Rosalina_sp._17595,Rosalina_sp._17595,N/A,99.057,98,9.40E-166,571,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0155,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,95.298,99,2.69E-146,507,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0156,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,91.304,100,9.89E-126,438,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0157,Epistominella_exigua_18607,Epistominella_exigua_18607,N/A,90.712,100,1.67E-123,431,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0158,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,98.452,100,3.38E-165,569,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0159,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,94.839,96,4.53E-139,483,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0160,Vertebralina_Rik_9325_consensus0_1751,Vertebralina_Rik_9325_consensus0_1751,N/A,100,100,1.99E-172,593,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0162,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,95.611,99,5.78E-148,512,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0163,Rosalina_sp._17595,Rosalina_sp._17595,N/A,98.428,98,2.04E-162,560,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0164,Sorites_sp1_Spermonde,Sorites_sp1_Spermonde,N/A,99.065,100,2.01E-167,577,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0166,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0167,Amphisorus_Rik_9393_9396_&_Biloculina_Rik_9439,Amphisorus_Rik_9393_9396_&_Biloculina_Rik_9439,N/A,95.327,100,2.07E-147,510,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0168,Calcarina_sp._Spermonde,Calcarina_sp._Spermonde,N/A,99.381,100,3.36E-170,586,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0170,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,94.427,100,1.62E-143,497,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0171,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,98.452,100,3.38E-165,569,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0172,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,95.611,99,5.78E-148,512,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0173,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,98.452,100,3.38E-165,569,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0174,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,89.783,99,6.03E-118,412,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0175,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,99.071,100,5.62E-168,579,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0176,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,98.754,100,9.34E-166,571,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0177,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,97.819,100,9.41E-161,555,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0178,Glabratella_sp._17918,Glabratella_sp._17918,N/A,99.381,100,3.36E-170,586,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0179,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,98.457,100,3.38E-165,569,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0180,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0181,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,98.142,100,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0182,Miliolid_Rik_9365_consensus0_1988,Miliolid_Rik_9365_consensus0_1988,N/A,99.065,100,2.01E-167,577,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0183,Elphidium_williamsoni_13170,Elphidium_williamsoni_13170,N/A,95.666,100,3.45E-150,520,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0185,Oridorsalis_umbonatus_18653,Oridorsalis_umbonatus_18653,N/A,94.737,100,3.48E-145,503,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0186,Haynesina_germanica_18209,Haynesina_germanica_18209,N/A,92.879,99,1.27E-134,468,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0187,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,90.994,100,4.60E-124,433,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0188,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,95.031,99,2.69E-146,507,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0189,Entzia_macrescens_13533,Entzia_macrescens_13533,N/A,87.338,95,1.33E-99,351,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0190,Miliolid_Rik_9400_9405_Israel,Miliolid_Rik_9400_9405_Israel,N/A,100,100,1.99E-172,593,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0191,Rosalina_sp._17595,Rosalina_sp._17595,N/A,99.057,98,9.40E-166,571,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0193,Rosalina_sp._17595,Rosalina_sp._17595,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0194,Rosalina_sp._17595,Rosalina_sp._17595,N/A,98.452,100,3.38E-165,569,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0195,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,92.879,100,3.53E-135,470,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0196,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,97.196,100,2.04E-157,544,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0197,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0198,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,98.452,100,3.38E-165,569,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0199,Amphistegina_lobifera,Amphistegina_lobifera,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0200,Textularid_Rik_9397_consensus4_105,Textularid_Rik_9397_consensus4_105,N/A,99.071,100,1.56E-168,580,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0201,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,94.516,96,2.11E-137,477,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0203,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0204,Cribrorotalia_sp._17611,Cribrorotalia_sp._17611,N/A,90.654,99,2.15E-122,427,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0205,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,95.016,100,9.61E-146,505,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0206,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0207,Textularid_Rik_9397_consensus4_105,Textularid_Rik_9397_consensus4_105,N/A,100,100,1.55E-173,597,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0208,Amphistegina_lessonii_5174,Amphistegina_lessonii_5174,N/A,98.452,100,3.38E-165,569,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0209,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,98.452,100,3.38E-165,569,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0210,Textularid_Rik_9399_consensus0_1584,Textularid_Rik_9399_consensus0_1584,N/A,84.112,98,1.05E-85,305,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0211,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,96.885,99,9.54E-156,538,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0213,Oridorsalis_umbonatus_18653,Oridorsalis_umbonatus_18653,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu0214,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,98.452,100,3.38E-165,569,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
