ESVs,Subject,Subject accession,Subject Taxonomy ID,Identity percentage,Coverage,evalue,bitscore,Source,Taxonomy
ESV_69,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Hemiaulaceae/Hemiaulus/Hemiaulus_sinensis,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Hemiaulaceae/Hemiaulus/Hemiaulus_sinensis,N/A,99.62,100,1.70E-136,481,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Hemiaulaceae/Hemiaulus/Hemiaulus_sinensis
ESV_70,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Cymbellaceae/Encyonopsis/Encyonopsis_falaisensis,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Cymbellaceae/Encyonopsis/Encyonopsis_falaisensis,N/A,92.015,100,3.85E-103,370,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Cymbellaceae/Encyonopsis/Encyonopsis_falaisensis
ESV_71,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_tenuis,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_tenuis,N/A,93.536,100,8.21E-110,392,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_tenuis
ESV_72,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_abbreviata,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_abbreviata,N/A,95.057,100,1.75E-116,414,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_abbreviata
ESV_73,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Lauderiaceae/Lauderia/Lauderia_annulata,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Lauderiaceae/Lauderia/Lauderia_annulata,N/A,84.586,100,8.69E-70,259,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Lauderiaceae/Lauderia/Lauderia_annulata
ESV_74,Eukaryota/Bacillariophyta/Mediophyceae/Biddulphiales/Biddulphiaceae/Terpsinoe/Terpsinoe_americana,Eukaryota/Bacillariophyta/Mediophyceae/Biddulphiales/Biddulphiaceae/Terpsinoe/Terpsinoe_americana,N/A,90.114,100,8.39E-95,342,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Biddulphiales/Biddulphiaceae/Terpsinoe/Terpsinoe_americana
ESV_75,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmosphenia/Licmosphenia_peragallioides,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmosphenia/Licmosphenia_peragallioides,N/A,95.437,100,3.77E-118,420,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmosphenia/Licmosphenia_peragallioides
ESV_76,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Attheyaceae/Attheya/Attheya_longicornis,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Attheyaceae/Attheya/Attheya_longicornis,N/A,87.833,100,8.51E-85,309,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Attheyaceae/Attheya/Attheya_longicornis
ESV_77,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_cf._decipiens,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_cf._decipiens,N/A,98.099,100,7.98E-130,459,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_cf._decipiens
ESV_78,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Melosirales/Melosiraceae/Melosira/Melosira_moniliformis,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Melosirales/Melosiraceae/Melosira/Melosira_moniliformis,N/A,87.838,84,8.69E-70,259,Genbank,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Melosirales/Melosiraceae/Melosira/Melosira_moniliformis
ESV_79,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,N/A,92.776,100,1.78E-106,381,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata
ESV_80,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Corethrales/Corethraceae/Corethron/Corethron_hystrix,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Corethrales/Corethraceae/Corethron/Corethron_hystrix,N/A,100,100,3.66E-138,486,Genbank,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Corethrales/Corethraceae/Corethron/Corethron_hystrix
ESV_81,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_shrubsolei,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_shrubsolei,N/A,89.734,100,3.90E-93,337,Genbank,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_shrubsolei
ESV_82,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp,N/A,99.24,100,7.93E-135,475,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp.
ESV_83,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_isumiensis,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_isumiensis,N/A,98.859,100,3.69E-133,470,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_isumiensis
ESV_84,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._pusilla,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._pusilla,N/A,95.437,100,3.77E-118,420,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._pusilla
ESV_85,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Hemiaulaceae/Eucampia/Eucampia_cornuta,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Hemiaulaceae/Eucampia/Eucampia_cornuta,N/A,100,100,3.66E-138,486,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Hemiaulaceae/Eucampia/Eucampia_cornuta
ESV_86,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Thalassiosiraceae/Thalassiosira/Thalassiosira_minuscula,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Thalassiosiraceae/Thalassiosira/Thalassiosira_minuscula,N/A,93.939,100,1.77E-111,398,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Thalassiosiraceae/Thalassiosira/Thalassiosira_minuscula
ESV_88,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Serratifera/Serratifera_corallina,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Serratifera/Serratifera_corallina,N/A,86.667,96,6.67E-76,279,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Serratifera/Serratifera_corallina
ESV_90,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_inconspicua,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_inconspicua,N/A,98.479,100,1.72E-131,464,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_inconspicua
ESV_91,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Melosirales/Hyalodiscaceae/Hyalodiscus/Hyalodiscus_scoticus,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Melosirales/Hyalodiscaceae/Hyalodiscus/Hyalodiscus_scoticus,N/A,93.536,100,8.21E-110,392,Genbank,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Melosirales/Hyalodiscaceae/Hyalodiscus/Hyalodiscus_scoticus
ESV_92,Eukaryota/Bacillariophyta/Mediophyceae/Biddulphiales/Biddulphiaceae/Biddulphia/Biddulphia_biddulphiana,Eukaryota/Bacillariophyta/Mediophyceae/Biddulphiales/Biddulphiaceae/Biddulphia/Biddulphia_biddulphiana,N/A,98.479,100,1.72E-131,464,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Biddulphiales/Biddulphiaceae/Biddulphia/Biddulphia_biddulphiana
ESV_93,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp,N/A,99.62,100,1.70E-136,481,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp.
ESV_94,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_sp,N/A,85.141,95,1.12E-68,255,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_sp.
ESV_95,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Undatella/Undatella_quadrata,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Undatella/Undatella_quadrata,N/A,99.237,99,2.85E-134,473,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Undatella/Undatella_quadrata
ESV_96,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_imbricata,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_imbricata,N/A,89.734,99,5.05E-92,333,Genbank,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_imbricata
ESV_97,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana,N/A,98.859,100,3.69E-133,470,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana
ESV_98,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._microcephala,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._microcephala,N/A,96.97,100,8.04E-125,442,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._microcephala
ESV_99,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Sellaphora/Sellaphora_minima,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Sellaphora/Sellaphora_minima,N/A,88.031,98,3.06E-84,307,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Sellaphora/Sellaphora_minima
ESV_100,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Caloneis/Caloneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Caloneis/Caloneis_sp,N/A,88.213,100,1.83E-86,315,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Caloneis/Caloneis_sp.
ESV_102,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Hemiaulaceae/Eucampia/Eucampia_cornuta,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Hemiaulaceae/Eucampia/Eucampia_cornuta,N/A,99.24,100,7.93E-135,475,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Hemiaulaceae/Eucampia/Eucampia_cornuta
ESV_103,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Seminavis/Seminavis_robusta,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Seminavis/Seminavis_robusta,N/A,98.859,100,3.69E-133,470,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Seminavis/Seminavis_robusta
ESV_104,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Bacteriastrum/Bacteriastrum_furcatum,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Bacteriastrum/Bacteriastrum_furcatum,N/A,98.092,99,2.87E-129,457,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Bacteriastrum/Bacteriastrum_furcatum
ESV_105,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_bistriata,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_bistriata,N/A,98.859,100,3.69E-133,470,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_bistriata
ESV_106,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_sydowii,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_sydowii,N/A,93.411,98,4.94E-107,383,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_sydowii
ESV_107,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Skeletonemataceae/Skeletonema/Skeletonema_sp.,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Skeletonemataceae/Skeletonema/Skeletonema_sp,N/A,98.859,100,3.69E-133,470,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Skeletonemataceae/Skeletonema/Skeletonema_sp.
ESV_108,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,86.312,100,3.99E-78,287,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium
ESV_109,Eukaryota/Bacillariophyta/Mediophyceae/Triceratiales/Plagiogrammaceae/Talaroneis/Talaroneis_posidoniae,Eukaryota/Bacillariophyta/Mediophyceae/Triceratiales/Plagiogrammaceae/Talaroneis/Talaroneis_posidoniae,N/A,93.916,100,1.77E-111,398,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Triceratiales/Plagiogrammaceae/Talaroneis/Talaroneis_posidoniae
ESV_110,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_acrosphaeria,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_acrosphaeria,N/A,91.635,100,1.79E-101,364,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_acrosphaeria
ESV_111,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp,N/A,98.479,100,1.72E-131,464,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.
ESV_112,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_cf._minor,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_cf._minor,N/A,82.642,99,2.45E-60,228,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_cf._minor
ESV_113,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_colosalis,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_colosalis,N/A,86.973,99,2.38E-80,294,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_colosalis
ESV_114,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_tumida,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_tumida,N/A,93.05,98,6.39E-106,379,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_tumida
ESV_115,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_longissima,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_longissima,N/A,94.253,99,4.91E-112,399,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_longissima
ESV_116,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana,N/A,100,100,3.66E-138,486,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana
ESV_117,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_nipkowii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_nipkowii,N/A,96.578,100,3.74E-123,436,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_nipkowii
ESV_118,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeidaceae_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeidaceae_sp,N/A,98.099,100,7.98E-130,459,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeidaceae_sp.
ESV_119,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_sp,N/A,83.858,97,8.75E-65,243,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_sp.
ESV_121,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Cymbellaceae/Encyonopsis/Encyonopsis_falaisensis,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Cymbellaceae/Encyonopsis/Encyonopsis_falaisensis,N/A,92.395,100,8.27E-105,375,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Cymbellaceae/Encyonopsis/Encyonopsis_falaisensis
ESV_122,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia_pseudodelicatissima,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia_pseudodelicatissima,N/A,90.943,100,3.88E-98,353,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia_pseudodelicatissima
ESV_123,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_tenuis,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_tenuis,N/A,93.536,100,8.21E-110,392,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_tenuis
ESV_124,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Psammodictyon/Psammodictyon_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Psammodictyon/Psammodictyon_sp,N/A,100,100,3.66E-138,486,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Psammodictyon/Psammodictyon_sp.
ESV_125,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_cf._minor,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_cf._minor,N/A,85.606,100,8.63E-75,276,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_cf._minor
ESV_126,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_longissima,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_longissima,N/A,93.13,99,1.37E-107,385,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_longissima
ESV_127,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_microstauron,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_microstauron,N/A,90.494,100,1.80E-96,348,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_microstauron
ESV_128,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_inconspicua,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_inconspicua,N/A,97.719,100,3.71E-128,453,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_inconspicua
ESV_129,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Undatella/Undatella_quadrata,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Undatella/Undatella_quadrata,N/A,98.473,99,6.17E-131,462,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Undatella/Undatella_quadrata
ESV_130,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Coscinodiscales/Heliopeltaceae/Actinoptychus/Actinoptychus_sp.,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Coscinodiscales/Heliopeltaceae/Actinoptychus/Actinoptychus_sp,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Coscinodiscales/Heliopeltaceae/Actinoptychus/Actinoptychus_sp.
ESV_131,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthaceae/Craspedostauros/Craspedostauros_alyoubii,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthaceae/Craspedostauros/Craspedostauros_alyoubii,N/A,84.47,100,8.69E-70,259,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthaceae/Craspedostauros/Craspedostauros_alyoubii
ESV_132,Eukaryota/Bacillariophyta/Fragilariophyceae/Ardissoneales/Ardissoneaceae/Ardissonea/Ardissonea_fulgens,Eukaryota/Bacillariophyta/Fragilariophyceae/Ardissoneales/Ardissoneaceae/Ardissonea/Ardissonea_fulgens,N/A,93.156,100,3.82E-108,387,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Ardissoneales/Ardissoneaceae/Ardissonea/Ardissonea_fulgens
ESV_133,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),N/A,98.099,100,7.98E-130,459,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta)
ESV_134,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia_caciantha,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia_caciantha,N/A,97.719,100,3.71E-128,453,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia_caciantha
ESV_135,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_setigera,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_setigera,N/A,99.24,100,7.93E-135,475,Genbank,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia_setigera
